id,season,date,round,home,away,attendance,kickoff,homeScore,awayScore,temp,rain,wind,source,provenance,weatherSource,reviewed,day,week,weather,slot
fwp-576595,2026-2027,2026-09-15,9,Connah's Quay Nomads,Airbus UK Broughton,229.0,19:45,3.0,0.0,14.9,0.3,19.6,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/connahs-quay-nomads/airbus-uk-broughton/576595,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=53.225118&longitude=-3.0767897&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Tuesday,2026-09-14,Dry,Evening
fwp-576596,2026-2027,2026-09-15,9,Holywell Town,Colwyn Bay,562.0,19:45,0.0,5.0,14.2,0.4,19.5,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/holywell-town/colwyn-bay/576596,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=53.2620423&longitude=-3.2102181&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Tuesday,2026-09-14,Dry,Evening
fwp-576597,2026-2027,2026-09-15,9,Llandudno FC,Caernarfon Town,723.0,19:45,1.0,1.0,15.1,0.5,16.8,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/llandudno/caernarfon-town/576597,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=53.3157606&longitude=-3.8297452&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Tuesday,2026-09-14,Dry,Evening
fwp-576598,2026-2027,2026-09-15,9,Penybont FC,Briton Ferry Llansawel,570.0,19:45,3.0,2.0,15.6,0.4,16.6,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/penybont/briton-ferry-llansawel/576598,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=51.5127492&longitude=-3.6089016&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Tuesday,2026-09-14,Dry,Evening
fwp-576599,2026-2027,2026-09-15,9,The New Saints,Flint Town United,314.0,19:45,5.0,0.0,14.4,0.1,16.1,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/the-new-saints/flint-town-united/576599,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=52.8753854&longitude=-3.0264184&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Tuesday,2026-09-14,Dry,Evening
fwp-576600,2026-2027,2026-09-15,9,Trefelin Boys & Girls Club,Cambrian United,491.0,19:45,0.0,4.0,15.0,0.5,9.6,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/trefelin-bgc/cambrian-united/576600,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=51.6067128&longitude=-3.7725382&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Tuesday,2026-09-14,Dry,Evening
fwp-576601,2026-2027,2026-09-18,10,Airbus UK Broughton,Flint Town United,396.0,19:45,4.0,1.0,16.3,1.6,24.6,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/airbus-uk-broughton/flint-town-united/576601,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=53.17202&longitude=-2.97965&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Friday,2026-09-14,Wet,Evening
fwp-576602,2026-2027,2026-09-18,10,Ammanford AFC,Penybont FC,405.0,19:45,1.0,5.0,16.1,1.5,25.7,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/ammanford/penybont/576602,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=51.79754&longitude=-3.99634&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Friday,2026-09-14,Wet,Evening
fwp-576603,2026-2027,2026-09-18,10,Briton Ferry Llansawel,Trefelin Boys & Girls Club,812.0,19:45,1.0,1.0,16.4,1.4,25.5,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/briton-ferry-llansawel/trefelin-bgc/576603,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=51.6241253&longitude=-3.8178323&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Friday,2026-09-14,Wet,Evening
fwp-576604,2026-2027,2026-09-18,10,Caernarfon Town,Cambrian United,1010.0,19:45,9.0,1.0,16.3,4.4,32.8,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/caernarfon-town/cambrian-united/576604,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=53.1346589&longitude=-4.2674794&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Friday,2026-09-14,Heavy rain,Evening
fwp-576605,2026-2027,2026-09-18,10,Colwyn Bay,Barry Town United,848.0,19:45,5.0,2.0,15.9,3.2,29.2,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/colwyn-bay/barry-town-united/576605,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=53.2765046&longitude=-3.7014523&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Friday,2026-09-14,Wet,Evening
fwp-576606,2026-2027,2026-09-18,10,Connah's Quay Nomads,Cardiff Metropolitan University,243.0,19:45,1.0,0.0,16.3,1.6,27.1,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/connahs-quay-nomads/cardiff-met/576606,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=53.225118&longitude=-3.0767897&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Friday,2026-09-14,Wet,Evening
fwp-576607,2026-2027,2026-09-18,10,Haverfordwest County,Holywell Town,529.0,19:45,1.0,0.0,16.1,1.3,26.5,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/haverfordwest-county/holywell-town/576607,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=51.8092116&longitude=-4.9675328&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Friday,2026-09-14,Wet,Evening
fwp-591167,2026-2027,2026-09-19,10,The New Saints,Llandudno FC,,17:30,2.0,1.0,16.5,0.0,21.5,https://www.footballwebpages.co.uk/match/2026-2027/cymru-premier/the-new-saints/llandudno/591167,Football Web Pages,https://archive-api.open-meteo.com/v1/archive?latitude=52.8753854&longitude=-3.0264184&start_date=2026-09-11&end_date=2026-09-19&hourly=temperature_2m%2Cprecipitation%2Cwind_speed_10m&timezone=Europe%2FLondon,2026-09-20,Saturday,2026-09-14,Dry,Evening
